artist,song,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre_class
The Doors,By The Power Of Ra (Original Mix),0.000176,0.655,312000,0.669,0.551,6,0.0872,-6.688,0,0.0734,127.978,4,0.248,0
The Doors,True Story,0.0112,0.633,257320,0.736,0.726,9,0.0879,-8.557,0,0.0368,97.054,4,0.0801,0
The Doors,Moments Disappear,0.458,0.641,362984,0.645,0.827,0,0.108,-8.916,1,0.0282,124.993,4,0.406,0
The Doors,Red Triangle,0.0349,0.642,314000,0.809,0.442,0,0.132,-7.91,0,0.0403,120.019,4,0.683,0
The Doors,Amazing,0.815,0.724,181673,0.48,0.926,0,0.0878,-12.727,1,0.05,115.022,4,0.453,0
The Doors,Does It Matter?,0.483,0.367,309701,0.779,0.857,9,0.108,-10.823,0,0.0579,99.986,4,0.0442,0
The Doors,The Place I Want To Be (Chill Out Cocktail Remix) - Chill Out Cocktail Remix,0.27,0.693,288717,0.252,0.134,4,0.403,-13.655,0,0.0678,128.06,4,0.459,0
The Doors,Happiness,0.212,0.687,306000,0.574,0.913,11,0.105,-12.843,0,0.0531,120.052,4,0.604,0
The Doors,Your Smile,0.42,0.714,350176,0.731,0.889,9,0.384,-10.795,0,0.0849,121.955,4,0.392,0
The Doors,The Place I Want To Be (Original Mix) - Original Mix,0.0291,0.835,274831,0.344,0.739,4,0.0779,-18.939,0,0.0815,128.005,4,0.243,0
The Doors,Higher,0.00375,0.569,340010,0.972,0.939,6,0.098,-7.841,0,0.0473,120.013,4,0.18,0
The Doors,Roadhouse Blues,0.715,0.439,292680,0.789,0.0184,11,0.799,-9.002,0,0.0785,133.991,4,0.456,0
The Doors,Lift Up Every Stone,0.55,0.805,162453,0.615,0,4,0.34,-7.992,1,0.117,132.996,4,0.573,0
The Doors,Jesus Sets Me Free,0.692,0.416,288493,0.736,0,9,0.184,-6.474,0,0.0453,130.986,4,0.381,0
The Doors,John The Revelator,0.224,0.849,194400,0.583,9.14e-06,11,0.146,-10.542,0,0.0765,125.008,4,0.938,0
The Doors,Much More Than A Walk,0.713,0.589,216200,0.478,0,2,0.342,-9.622,1,0.0335,116.709,4,0.757,0
The Doors,Wade In The Water,0.119,0.751,255453,0.745,1.93e-06,11,0.0447,-9.764,0,0.0313,124.826,4,0.962,0
The Doors,Thank You For Your Son,0.819,0.425,185587,0.542,0,2,0.104,-11.704,1,0.0292,145.863,4,0.466,0
The Doors,"More Love, More Power",0.579,0.58,182733,0.618,0,4,0.132,-8.666,0,0.0577,126.664,4,0.696,0
The Doors,The Stone Was Rolled Away,0.654,0.502,226000,0.584,0,4,0.159,-8.634,1,0.0871,165.029,4,0.637,0
The Doors,We Fall Down,0.67,0.664,247160,0.735,2.07e-05,4,0.145,-9.513,1,0.0288,126.732,4,0.583,0
The Doors,We Will Gather At The River,0.725,0.652,199187,0.511,0,7,0.46,-10.185,1,0.0284,94.929,4,0.963,0
The Doors,Brown Bottles,0.242,0.636,212920,0.412,0.00735,11,0.0903,-9.891,0,0.0961,80.4,4,0.322,0
The Doors,Lucy,0.377,0.463,202373,0.278,0.0068,4,0.119,-12.384,1,0.0283,141.594,3,0.275,0
The Doors,Time to Waste (Live at Vermilion Club),0.0774,0.451,310571,0.622,0.0172,5,0.977,-8.58,1,0.0418,81.292,4,0.199,0
The Doors,Who Knows,0.258,0.598,192467,0.411,0.0778,9,0.099,-11.403,1,0.0382,158.056,4,0.481,0
The Doors,Hammer to Reason,0.133,0.445,246947,0.557,0.0155,4,0.0779,-8.461,1,0.0255,158.701,4,0.498,0
The Doors,California,0.0361,0.483,228280,0.877,2.85e-05,7,0.156,-7.37,1,0.0387,146.666,4,0.69,0
The Doors,360 Blues (Live at Northbound Caravan),0.0216,0.602,283571,0.778,0.00268,0,0.313,-8.517,1,0.0274,115.687,4,0.783,0
The Doors,Storm,0.0465,0.422,235267,0.46,0.000907,0,0.294,-9.99,1,0.0272,126.216,4,0.126,0
The Doors,Move so Slow,0.234,0.502,296027,0.413,0.00893,7,0.087,-11.158,1,0.0268,104.991,4,0.188,0
The Doors,Hammer to Reason (Live at Northbound Caravan),0.296,0.439,283560,0.458,0.00774,4,0.0754,-10.249,1,0.0268,139.439,4,0.56,0
The Doors,A2b,0.00124,0.852,226289,0.723,0.814,10,0.092,-9.681,0,0.0643,128.003,4,0.491,0
The Doors,That One (feat. Dice And The Whip),0.0109,0.587,237600,0.732,1.92e-06,3,0.701,-5.079,1,0.0504,124.847,4,0.568,0
The Doors,Dirty Laundry (feat. a.M.I.E.),0.0226,0.74,149709,0.812,1.14e-05,0,0.0807,-5.874,1,0.0965,102.98,4,0.589,0
The Doors,T.E.A.M. (feat. Val Fleury),0.00189,0.768,175000,0.842,0.000347,1,0.126,-4.169,1,0.383,99.908,4,0.734,0
The Doors,Go! (feat. Chris Shaw),0.00119,0.873,193349,0.869,0.0604,11,0.329,-6.261,1,0.107,111.999,4,0.823,0
The Doors,Bad Man,0.00241,0.766,248897,0.972,0.817,7,0.385,-4.29,1,0.0918,145.015,4,0.512,0
The Doors,I Wanna Be Live,0.0186,0.713,191600,0.928,0.665,1,0.204,-4.572,1,0.102,150.027,4,0.577,0
The Doors,Treble And The Bass,0.00237,0.705,236400,0.979,0.009,10,0.183,-4.665,0,0.107,100.0,4,0.342,0
The Doors,The Sky Is Blue,0.00889,0.763,170400,0.929,0.614,1,0.0908,-6.081,0,0.0635,100.015,4,0.423,0
The Doors,First Steps,0.046,0.605,181431,0.792,0.846,0,0.113,-7.148,1,0.0354,140.061,4,0.53,0
The Doors,The Silence Of The DJ - Original Mix,0.00269,0.541,520000,0.946,0.828,1,0.109,-6.289,1,0.0485,139.99,4,0.208,0
The Doors,All by Myself - Original Mix,1.87e-05,0.53,487500,0.943,0.798,11,0.341,-7.422,0,0.0592,139.955,4,0.16,0
The Doors,Bosphorus - Hypaethrame Remix,6.08e-05,0.525,531879,0.96,0.923,8,0.329,-6.098,1,0.0705,139.988,4,0.178,0
The Doors,White Muse - Thunderwolf Remix,0.0152,0.649,400858,0.674,0.135,0,0.0646,-7.881,0,0.036,133.993,4,0.33,0
The Doors,The Flag - Original Mix,0.000782,0.501,533913,0.968,0.898,7,0.457,-6.745,1,0.0614,137.975,4,0.0665,0
The Doors,Dew - Original Mix,0.000152,0.419,495971,0.998,0.864,7,0.663,-6.065,1,0.12,139.987,4,0.0685,0
The Doors,Sargassi's Stones - Original Mix,0.00123,0.59,563478,0.796,0.923,8,0.695,-8.047,1,0.0489,136.004,4,0.0384,0
The Doors,Live Now Die After - Original Mix,8.32e-05,0.572,561739,0.9,0.808,1,0.574,-7.311,1,0.0624,139.95,4,0.231,0
The Doors,Bosphorus - Original Mix,0.000145,0.43,486496,0.986,0.911,7,0.266,-4.721,0,0.0712,138.0,4,0.0643,0
The Doors,All By Myself - Alexander One Remix,0.000142,0.568,398227,0.876,0.836,0,0.28,-7.174,1,0.0415,131.967,4,0.162,0
Chicago,Turnin' Me Up,0.0369,0.732,269173,0.79,0.118,2,0.0543,-4.346,1,0.0918,78.504,4,0.826,0
Chicago,Roses,0.38,0.655,181144,0.597,0,0,0.11,-7.269,0,0.0912,110.01,4,0.219,0
Chicago,Church,0.0419,0.67,287333,0.565,0,11,0.235,-6.269,0,0.065,95.957,4,0.462,0
Chicago,Smokin' And Ridin' (feat. Freddie Gibbs & Problem),0.161,0.45,212533,0.718,2.14e-05,0,0.323,-4.035,0,0.256,131.978,4,0.715,0
Chicago,His Pain,0.872,0.447,329000,0.422,5.6e-06,1,0.102,-11.076,0,0.167,165.695,4,0.77,0
Chicago,Lady Lady (feat. Marze),0.314,0.534,220814,0.578,0,0,0.215,-8.894,1,0.232,91.145,4,0.515,0
Chicago,15 Minutes of Fame,0.0103,0.617,303539,0.679,0,5,0.186,-9.0,1,0.247,89.036,4,0.545,0
Chicago,Pineapple Now-Laters Intro (feat. Harold Green & DJ Battle Cat),0.487,0.538,119050,0.34,9.88e-06,8,0.196,-12.982,1,0.189,82.057,4,0.548,0
Chicago,Good Luv'n,0.499,0.449,232467,0.524,4.55e-05,6,0.144,-3.468,0,0.158,80.373,4,0.564,0
Chicago,Love Inside,0.0489,0.753,227880,0.744,0.00388,10,0.0673,-5.275,0,0.0546,143.03,4,0.449,0
Chicago,If You Leave Me Now - Remastered,0.0193,0.429,235373,0.564,0.000828,11,0.128,-6.784,1,0.0268,104.212,4,0.276,0
Chicago,Hard To Say I'M Sorry / Get Away,0.056,0.398,304213,0.57,0.00125,4,0.0606,-7.068,1,0.034,140.974,4,0.234,0
Chicago,You're The Inspiration - 2006 Remastered Version,0.368,0.583,229240,0.602,0,11,0.22,-6.364,1,0.0274,74.008,4,0.388,0
Chicago,25 Or 6 To 4 - Remastered,0.309,0.604,289800,0.905,0.0632,4,0.0837,-7.059,0,0.0578,147.448,4,0.723,0
Chicago,Saturday In The Park - Remastered,0.137,0.668,235667,0.76,0,7,0.0803,-6.831,1,0.034,114.378,4,0.61,0
Chicago,Hard Habit To Break - 2006 Remastered Version,0.448,0.584,283733,0.612,0,2,0.171,-5.833,1,0.0283,81.182,4,0.402,0
Chicago,Hard To Say I'm Sorry - Remastered Version,0.695,0.537,221827,0.417,1.86e-06,4,0.151,-7.209,1,0.0273,144.716,4,0.256,0
Chicago,Will You Still Love Me? - Alternate Version,0.0233,0.482,253280,0.602,0,1,0.0517,-6.808,1,0.0278,77.1,4,0.356,0
Chicago,Does Anybody Really Know What Time It Is?,0.645,0.564,202133,0.455,3.05e-06,0,0.0915,-11.615,1,0.0369,117.792,4,0.697,0
Chicago,Street Player - Remastered,0.0376,0.765,550706,0.833,0.269,10,0.0824,-5.162,0,0.0875,126.426,4,0.837,0
Chicago,Anthology of Fantastic Zoology: Nymphs,0.948,0.125,168027,0.00812,0.115,5,0.225,-35.459,1,0.0397,82.068,4,0.165,0
Chicago,Romeo and Juliet Suite: Montagues and Capulets,0.778,0.18,317573,0.141,0.253,9,0.112,-18.329,0,0.0337,93.925,4,0.0919,0
Chicago,Firebird Suite - 1919 Version,0.621,0.16,553107,0.0669,0.653,1,0.147,-19.08,0,0.0391,79.487,3,0.0856,0
Chicago,"Piano Concerto No.1 In G Minor, Op.25, MWV O7: 2. Andante",0.987,0.228,392333,0.0152,0.926,4,0.0706,-31.781,1,0.0352,88.818,4,0.0386,0
Chicago,"Rosen Aus Dem Süden, Op. 388",0.922,0.251,520995,0.15,0.766,5,0.0525,-16.932,1,0.0343,175.166,3,0.359,0
Chicago,"Carnival Of The Animals, Finale",0.81,0.519,117093,0.348,0.577,0,0.0808,-17.851,1,0.0384,99.578,4,0.544,0
Chicago,"Capriccio italien, Op.45, TH.47",0.878,0.244,481955,0.289,0.935,1,0.0729,-16.12,1,0.0515,88.894,3,0.107,0
Chicago,Symphony No. 5,0.703,0.395,174200,0.312,0.853,0,0.1,-14.549,0,0.0414,102.858,4,0.386,0
Chicago,Tannhäuser: Overture,0.911,0.0871,901000,0.187,0.882,4,0.153,-16.368,1,0.0387,75.507,4,0.0552,0
Chicago,"Piano Concerto No. 2, Allegro,Opus 102",0.915,0.445,446667,0.247,0.908,10,0.0813,-17.803,1,0.0335,143.009,4,0.394,0
Chicago,Awesome,0.484,0.603,349147,0.771,0,1,0.373,-6.109,0,0.0556,127.989,4,0.255,0
Chicago,War - Live,0.0314,0.793,411573,0.955,3.23e-05,1,0.0356,-4.677,1,0.158,102.985,4,0.751,0
Chicago,Grace (feat. Kim Burrell),0.0497,0.731,240921,0.898,0.000874,7,0.0967,-3.482,1,0.174,89.994,4,0.677,0
Chicago,Grace (feat. Le'Andria Johnson),0.00835,0.745,228192,0.773,0.00295,7,0.187,-7.537,1,0.218,89.812,4,0.63,0
Chicago,Awesome - Celebration Of Gospel Mix,0.0267,0.535,334013,0.893,0,1,0.475,-5.07,0,0.164,128.031,4,0.324,0
Chicago,Days of Elijah,0.285,0.397,391360,0.965,0,5,0.384,-3.755,1,0.319,197.632,4,0.578,0
Chicago,Just To Know Him - Live,0.194,0.475,318933,0.554,1.81e-06,0,0.672,-8.033,1,0.0374,132.014,4,0.198,0
Chicago,War - Radio Version/Live,0.0192,0.606,217500,0.94,7.36e-06,1,0.643,-5.423,1,0.224,205.874,4,0.733,0
Chicago,Hide Me From The Rain - Live,0.279,0.446,371280,0.553,7.5e-05,5,0.629,-6.074,1,0.029,119.991,4,0.192,0
Chicago,Worthy Is Your Name,0.113,0.606,311213,0.971,0,8,0.397,-4.447,1,0.0712,120.976,4,0.595,0
Chicago,Hallelujah,0.635,0.373,253980,0.401,0,2,0.115,-9.42,1,0.0299,80.419,3,0.185,0
Chicago,I Need You to Survive,0.654,0.254,296813,0.204,0.000471,0,0.0993,-17.097,1,0.0314,168.602,4,0.158,0
Chicago,Brave,0.114,0.782,191056,0.647,0,10,0.0994,-9.161,1,0.0346,95.027,4,0.901,0
Chicago,Shosholoza,0.807,0.382,74187,0.536,0,8,0.172,-13.924,1,0.0504,91.256,4,0.597,0
Chicago,We All Live Here,0.014,0.378,149561,0.551,0,7,0.178,-7.244,0,0.0359,83.174,3,0.227,0
Chicago,"Otello: Act IV: Era piu calmo? (Emilia, Desdemona)",0.979,0.193,284320,0.0074,1.16e-05,1,0.0984,-31.26,1,0.0512,72.574,3,0.0347,0
Chicago,MLK,0.98,0.123,144347,0.0303,0.000481,8,0.128,-26.405,1,0.0417,80.047,3,0.0714,0
Chicago,Ain't Gonna Let Nobody Turn Me 'Round,0.943,0.569,90983,0.288,0,1,0.301,-11.47,0,0.0547,65.442,4,0.696,0
Chicago,Freedom Train,0.499,0.717,209107,0.517,0,1,0.0357,-10.444,1,0.0349,99.008,4,0.769,0
Chicago,Toyi Toyi,0.765,0.551,120627,0.358,4.17e-06,1,0.134,-18.056,1,0.622,144.527,4,0.133,0
Chicago,I Pray We'll Be Ready,0.0994,0.345,434520,0.659,0,5,0.731,-6.496,1,0.0492,123.38,3,0.267,0
Chicago,Jesus Promised,0.344,0.581,326200,0.826,0,10,0.822,-6.674,0,0.0926,85.03,4,0.532,0
Chicago,God Is My Everything,0.0485,0.566,407493,0.936,0,10,0.966,-6.726,0,0.0945,189.232,4,0.672,0
Chicago,Holy Ghost Power,0.136,0.39,352493,0.952,1.22e-06,1,0.423,-4.359,1,0.144,142.093,4,0.548,0
Chicago,I Give You Praise Lord,0.0056,0.523,284813,0.684,0.000181,2,0.96,-8.572,1,0.0372,116.036,4,0.357,0
Chicago,Hold to God's Unchanging Hand,0.0211,0.607,343480,0.84,0,4,0.522,-5.349,1,0.0608,117.905,4,0.516,0
Chicago,"Thank You, Thank You Jesus",0.0296,0.592,235627,0.893,0,1,0.354,-5.496,1,0.264,137.936,4,0.639,0
Chicago,Nobody Like Jesus,0.123,0.414,420000,0.831,0,0,0.159,-9.081,1,0.106,200.701,4,0.728,0
Chicago,If God Said It,0.0296,0.662,242973,0.889,0,1,0.873,-5.692,1,0.176,96.981,4,0.697,0
Chicago,Mighty Good God,0.501,0.473,292772,0.894,0,8,0.335,-4.659,1,0.357,205.991,4,0.681,0
Chicago,Piensalo Bien,0.547,0.668,200986,0.837,0.000195,7,0.0947,-3.213,0,0.0366,86.999,4,0.826,0
Chicago,Quisiera Regresar a Ti,0.094,0.718,250697,0.689,0.00363,6,0.0715,-5.947,0,0.0311,98.583,4,0.541,0
Chicago,Un Poco Loco,0.165,0.779,273960,0.746,0,9,0.235,-3.272,1,0.0375,102.008,4,0.632,0
Chicago,Cual Adios,0.206,0.661,277264,0.73,7.76e-06,3,0.0957,-6.127,0,0.0315,95.018,4,0.828,0
Chicago,Las Amo Alas 2,0.287,0.641,308715,0.81,0,2,0.121,-4.779,0,0.0261,103.426,4,0.859,0
Chicago,La Triste Despedida,0.056,0.737,233952,0.834,0.804,5,0.426,-3.526,0,0.0301,102.027,4,0.822,0
Chicago,Cerveza,0.0257,0.753,248033,0.656,1.23e-05,9,0.101,-4.504,1,0.0351,91.351,4,0.724,0
Chicago,Cumbia Nocturnal,0.0161,0.543,200516,0.643,0,2,0.0861,-6.007,1,0.0348,189.951,4,0.719,0
Chicago,Cumbia Peruana,0.159,0.684,179515,0.83,0.787,6,0.105,-4.589,1,0.0317,90.017,4,0.841,0
Chicago,La Cumbia de los Pajaritos,0.0819,0.538,196049,0.735,0.000329,7,0.458,-5.31,1,0.0375,200.0,4,0.874,0
Chicago,Barley,0.65,0.64,184467,0.275,0,6,0.167,-9.651,0,0.489,87.991,4,0.33,0
Chicago,Cannonball,0.672,0.61,246519,0.518,0,1,0.115,-8.198,1,0.0335,132.987,4,0.64,0
Chicago,Dim Star of the Palisades,0.846,0.776,178293,0.265,7.03e-05,4,0.108,-9.511,1,0.0432,118.926,4,0.221,0
Chicago,American Flowers,0.895,0.595,370733,0.256,5.45e-05,4,0.111,-15.509,1,0.0545,78.343,4,0.457,0
Chicago,Never Go Back,0.553,0.781,152867,0.526,0.00142,10,0.0738,-11.076,1,0.117,105.463,4,0.694,0
Chicago,Hold Steady/Rock Slow,0.464,0.71,315027,0.428,0,0,0.105,-9.301,1,0.0276,109.865,4,0.638,0
Chicago,Superlover,0.824,0.448,232629,0.297,4.88e-05,4,0.112,-12.761,1,0.0369,149.081,4,0.145,0
Chicago,Roll Away,0.576,0.619,160314,0.504,5.88e-06,0,0.143,-9.736,1,0.0301,142.943,4,0.741,0
Chicago,Alright Alright,0.651,0.741,242907,0.365,8.78e-06,7,0.0901,-7.557,1,0.0275,110.314,4,0.617,0
Chicago,Remember Wild Horses,0.676,0.621,286667,0.438,1.12e-05,0,0.104,-9.617,1,0.0354,122.867,4,0.318,0
Chicago,All That Jazz,0.797,0.635,305467,0.278,1.85e-06,4,0.0672,-12.551,1,0.203,133.517,4,0.626,0
Chicago,"Symphony No. 2 in C Minor, ""Resurrection"": I. Allegro maestoso",0.817,0.119,1271947,0.0125,0.534,0,0.0871,-28.089,1,0.0371,79.742,4,0.0738,0
Chicago,"Symphony No.9 in D minor, Op.125 - ""Choral"" - 4.: ""O Freunde nicht diese Töne"" -",0.901,0.261,418293,0.405,0.00816,2,0.636,-15.529,1,0.0624,66.08,4,0.21,0
Chicago,"St. Matthew Passion, BWV 244 / Part Two: ""Wir setzen uns mit Tränen nieder""",0.942,0.128,386667,0.284,0.901,0,0.288,-17.689,0,0.035,97.006,4,0.189,0
Chicago,"Otello / Act 1: ""Fuoco di gioia!""",0.967,0.366,168040,0.198,0.00161,4,0.505,-23.397,0,0.0602,121.189,4,0.269,0
Chicago,"Otello / Act 1: ""Una vela! Una vela!""",0.769,0.331,258827,0.343,0.0235,8,0.843,-16.16,1,0.0749,71.8,3,0.074,0
Chicago,"Fidelio op.72 / Act 1: ""O welche Lust, in freier Luft den Atem leicht zu heben!""",0.913,0.128,497800,0.0534,0.266,10,0.292,-24.091,1,0.0399,91.073,4,0.0447,0
Chicago,"Otello / Act 1: ""Esultate!""",0.841,0.266,144840,0.371,0.00398,6,0.125,-16.463,0,0.196,81.697,4,0.0362,0
Chicago,"Promethée - Le Poème du Feu, Op.60",0.862,0.134,1374000,0.126,0.854,1,0.162,-21.588,1,0.0399,71.089,3,0.037,0
Chicago,"Carmina Burana / Fortuna Imperatrix Mundi: ""O Fortuna""",0.866,0.38,160107,0.184,0.0164,2,0.182,-14.82,0,0.0406,135.796,3,0.575,0
Chicago,"Otello / Act 1: ""Inaffia l'ugola! Trinca, tracanna"" (Brindisi)",0.982,0.563,235360,0.302,0.00935,9,0.49,-16.779,1,0.113,120.176,4,0.393,0
The Black Keys,Lonely Boy,0.00417,0.356,193653,0.872,0.00975,2,0.0997,-7.837,1,0.068,166.3,4,0.607,1
The Black Keys,Howlin' For You,0.028,0.705,191800,0.735,0.0783,11,0.112,-6.646,1,0.0931,132.627,4,0.448,1
The Black Keys,Gold On The Ceiling,0.00772,0.505,224333,0.833,7.9e-05,0,0.069,-4.632,1,0.0475,130.121,4,0.565,1
The Black Keys,Little Black Submarines,0.161,0.365,251267,0.466,6.68e-06,2,0.106,-7.514,1,0.0418,95.163,4,0.487,1
The Black Keys,Tighten Up,0.00121,0.504,211080,0.705,4.12e-06,6,0.453,-6.179,0,0.0665,108.965,4,0.567,1
The Black Keys,Fever,0.00378,0.609,246307,0.674,0.000302,9,0.129,-6.506,0,0.0355,127.541,4,0.743,1
The Black Keys,Weight of Love,0.03,0.282,410187,0.547,0.888,2,0.104,-8.621,1,0.0322,151.468,4,0.133,1
The Black Keys,Everlasting Light,0.127,0.641,203773,0.582,0.00632,4,0.354,-6.554,1,0.0483,181.039,4,0.725,1
The Black Keys,Turn Blue,0.258,0.647,222960,0.465,0.149,6,0.111,-10.272,0,0.0245,94.035,4,0.243,1
The Black Keys,Dead And Gone,0.00803,0.638,221027,0.709,1.59e-06,7,0.335,-5.464,0,0.039,143.984,4,0.913,1
The Black Keys,Baddest Man Alive,0.021,0.651,233867,0.703,0.879,9,0.301,-10.759,0,0.133,168.866,4,0.3,1
Twenty One Pilots,Stressed Out,0.0462,0.734,202333,0.637,2.29e-05,4,0.0602,-5.677,0,0.141,169.977,4,0.648,1
Twenty One Pilots,Ride,0.00835,0.645,214507,0.713,0,6,0.113,-5.355,1,0.0393,74.989,4,0.566,1
Twenty One Pilots,Heathens,0.0841,0.732,195920,0.396,3.58e-05,4,0.105,-9.348,0,0.0286,90.024,4,0.548,1
Twenty One Pilots,Car Radio,0.098,0.766,267720,0.519,0,9,0.0855,-7.355,0,0.0366,129.972,4,0.612,1
Twenty One Pilots,Heavydirtysoul,0.00397,0.613,234813,0.873,0.00111,7,0.367,-6.376,0,0.0449,129.989,4,0.392,1
Twenty One Pilots,Tear In My Heart,0.0189,0.655,188493,0.632,0,2,0.0722,-4.802,1,0.0489,120.113,4,0.447,1
Twenty One Pilots,House Of Gold,0.445,0.68,163880,0.693,0,0,0.208,-7.234,1,0.0435,114.948,4,0.851,1
Twenty One Pilots,Lane Boy,0.0573,0.616,253093,0.811,1.57e-05,7,0.0566,-4.804,1,0.0626,159.929,4,0.913,1
Twenty One Pilots,The Judge,0.177,0.423,297760,0.797,0,0,0.137,-4.659,1,0.124,82.617,4,0.592,1
Twenty One Pilots,Migraine,0.11,0.69,239015,0.678,0,0,0.246,-6.52,1,0.154,173.995,4,0.409,1
Thirty Seconds to Mars,Love Is Madness (feat. Halsey),0.0128,0.382,234867,0.675,0.000246,0,0.219,-6.56,1,0.0441,106.171,1,0.449,1
Thirty Seconds to Mars,Dangerous Night,0.00212,0.295,199773,0.715,1.55e-06,2,0.242,-6.533,1,0.0709,86.937,4,0.242,1
Thirty Seconds to Mars,Walk On Water,9.16e-05,0.495,185467,0.787,0,8,0.167,-6.89,1,0.0368,140.003,4,0.388,1
Thirty Seconds to Mars,The Kill,0.0014,0.309,231533,0.912,0.000271,4,0.582,-3.881,0,0.0646,183.035,3,0.302,1
Thirty Seconds to Mars,Rescue Me,0.00825,0.478,217960,0.676,0,11,0.0583,-6.155,0,0.0708,148.039,4,0.416,1
Thirty Seconds to Mars,One Track Mind (feat. A$AP Rocky),0.038,0.364,260609,0.46,0.00131,0,0.535,-8.298,1,0.0425,93.129,4,0.068,1
Thirty Seconds to Mars,Hail To The Victor,0.00238,0.57,201957,0.723,0.000144,0,0.2,-6.673,0,0.0386,145.001,4,0.44,1
Thirty Seconds to Mars,This Is War,0.0661,0.401,327027,0.723,1.91e-06,6,0.233,-5.26,1,0.0583,160.048,4,0.224,1
Thirty Seconds to Mars,Kings and Queens,0.0401,0.293,347667,0.816,2.95e-05,8,0.13,-5.432,1,0.0844,164.982,4,0.148,1
Thirty Seconds to Mars,Great Wide Open,0.0263,0.427,289360,0.644,1.21e-05,0,0.113,-7.707,1,0.0375,139.985,4,0.127,1
blink-182,All The Small Things,0.0122,0.439,168000,0.891,0,0,0.547,-4.764,1,0.057,148.599,4,0.695,1
blink-182,What's My Age Again?,0.017,0.403,148573,0.956,7.09e-05,6,0.0893,-7.376,1,0.0732,157.706,4,0.561,1
blink-182,I Miss You,0.00136,0.659,227240,0.778,6.79e-06,11,0.0841,-6.423,1,0.0379,110.022,4,0.623,1
blink-182,She's Out Of Her Mind,0.00448,0.447,162720,0.967,0,0,0.487,-2.706,1,0.0793,179.991,4,0.606,1
blink-182,First Date,0.000642,0.582,171533,0.914,0,0,0.187,-4.269,1,0.0415,95.597,4,0.857,1
blink-182,Adam's Song,0.039,0.514,249754,0.771,0,0,0.262,-5.756,1,0.0364,136.058,4,0.359,1
blink-182,Dammit,0.00166,0.407,165373,0.968,0,0,0.131,-5.154,1,0.108,109.727,4,0.374,1
blink-182,Bored To Death,0.00575,0.502,235613,0.966,1.56e-06,0,0.117,-3.876,1,0.0946,159.948,4,0.638,1
blink-182,Feeling This,0.102,0.417,172646,0.956,0,4,0.504,-5.893,1,0.0901,173.108,4,0.579,1
blink-182,The Rock Show,0.000389,0.418,171600,0.959,0,9,0.0708,-4.563,1,0.111,193.074,4,0.824,1
Cage the Elephant,Ain't No Rest for the Wicked,0.0438,0.634,175493,0.849,0,0,0.363,-7.075,1,0.105,156.004,4,0.919,1
Cage the Elephant,Trouble,0.392,0.47,225973,0.623,0.000453,0,0.0992,-5.655,1,0.0302,77.861,4,0.298,1
Cage the Elephant,Cigarette Daydreams,0.0801,0.635,208760,0.675,0,2,0.0831,-3.445,1,0.0263,113.946,4,0.273,1
Cage the Elephant,Cold Cold Cold,0.0178,0.549,214387,0.789,6.68e-05,5,0.059,-6.071,1,0.0313,136.125,4,0.715,1
Cage the Elephant,Come a Little Closer,0.0265,0.44,229347,0.777,1.01e-06,1,0.151,-1.786,0,0.0327,148.027,4,0.306,1
Cage the Elephant,Mess Around,0.0122,0.423,173173,0.931,0.00103,4,0.629,-5.229,0,0.0542,150.385,4,0.605,1
Cage the Elephant,Too Late To Say Goodbye,0.133,0.482,252787,0.55,0,4,0.294,-7.097,0,0.0357,67.559,4,0.1,1
Cage the Elephant,Shake Me Down,0.00463,0.457,211373,0.613,0.000441,9,0.0711,-5.756,1,0.0295,105.11,4,0.132,1
Cage the Elephant,Sweetie Little Jean,0.029,0.524,224893,0.532,8.41e-05,6,0.242,-6.07,0,0.026,135.677,4,0.367,1
Cage the Elephant,Whole Wide World - Unpeeled,0.377,0.405,205707,0.751,0,5,0.0958,-3.608,1,0.0392,120.826,4,0.762,1
Portugal. The Man,Feel It Still,0.0417,0.801,163253,0.795,0.000113,1,0.0717,-5.115,0,0.0504,79.028,4,0.754,1
Portugal. The Man,Live In The Moment,0.002,0.546,246787,0.583,0.173,6,0.115,-7.317,0,0.0348,128.017,4,0.235,1
Portugal. The Man,So Young,0.348,0.671,246480,0.445,5.93e-05,4,0.155,-7.842,0,0.0291,75.996,4,0.811,1
Portugal. The Man,Modern Jesus,0.133,0.627,194053,0.633,7.07e-05,10,0.216,-7.41,0,0.0305,85.999,4,0.763,1
Portugal. The Man,Purple Yellow Red and Blue,0.0351,0.601,249747,0.859,0.331,4,0.144,-6.311,0,0.0397,101.003,4,0.431,1
Portugal. The Man,Feel It Still - Gryffin Remix,0.496,0.654,184355,0.781,0,1,0.104,-4.628,0,0.0514,152.013,4,0.699,1
Portugal. The Man,Feel It Still - Medasin Remix,0.553,0.568,194434,0.463,0.00114,4,0.0858,-10.622,1,0.262,157.686,4,0.148,1
Portugal. The Man,Rich Friends,0.00545,0.607,221627,0.881,0.000344,8,0.285,-5.354,1,0.053,94.994,4,0.34,1
Portugal. The Man,Feel It Still - ZHU Remix,0.0354,0.852,214217,0.567,0.163,6,0.0539,-6.683,0,0.0913,113.986,4,0.19,1
Portugal. The Man,Feel It Still - Ofenbach Remix,0.128,0.89,175047,0.775,3.47e-06,6,0.0611,-6.475,0,0.0461,125.031,4,0.8,1
